person_id;vehicle_id;Person Type;Person Injury Severity
795115;795104;DRIVER;NOT INJURED
795116;795105;DRIVER;NOT INJURED
795117;795105;PASSENGER/OCCUPANT;NOT INJURED
795118;795107;DRIVER;NOT INJURED
795119;795108;DRIVER;NOT INJURED
795120;795109;DRIVER;NOT INJURED
795121;795110;DRIVER;NOT INJURED
795122;795110;PASSENGER/OCCUPANT;NOT INJURED
795123;795112;DRIVER;NOT INJURED
795124;795112;PASSENGER/OCCUPANT;NOT INJURED
795125;795112;PASSENGER/OCCUPANT;NOT INJURED
795126;795115;DRIVER;NOT INJURED
795127;795116;DRIVER;NOT INJURED
795128;795117;DRIVER;NOT INJURED
795129;795118;DRIVER;NOT INJURED
795130;795119;DRIVER;NOT INJURED
795131;795120;DRIVER;NOT INJURED
795132;795121;DRIVER;NON-INCAPACITATING INJURY
795133;795121;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
795134;795123;DRIVER;NON-INCAPACITATING INJURY
795135;795124;DRIVER;NOT INJURED
795136;795125;DRIVER;NON-INCAPACITATING INJURY
795137;795126;DRIVER;NOT INJURED
795138;795126;PASSENGER/OCCUPANT;NOT INJURED
795139;795126;PASSENGER/OCCUPANT;NOT INJURED
795140;795126;PASSENGER/OCCUPANT;NOT INJURED
795141;795126;PASSENGER/OCCUPANT;NOT INJURED
795142;795131;DRIVER;NOT INJURED
795143;795132;DRIVER;NOT INJURED
795144;795133;DRIVER;NOT INJURED
795145;795134;DRIVER;NON-INCAPACITATING INJURY
795146;795135;DRIVER;NOT INJURED
795147;795135;PASSENGER/OCCUPANT;NOT INJURED
795148;795137;DRIVER;NOT INJURED
795149;795138;DRIVER;NOT INJURED
795150;795139;DRIVER;NOT INJURED
795151;795139;PASSENGER/OCCUPANT;NOT INJURED
795152;795141;DRIVER;NOT INJURED
795153;795141;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
795154;795143;DRIVER;NON-INCAPACITATING INJURY
795155;795144;DRIVER;NON-INCAPACITATING INJURY
795156;795145;DRIVER;NOT INJURED
795157;795146;DRIVER;NON-INCAPACITATING INJURY
795158;795147;DRIVER;NOT INJURED
795159;795148;DRIVER;NOT INJURED
795160;795149;DRIVER;NOT INJURED
795161;795149;PASSENGER/OCCUPANT;NOT INJURED
795162;795151;DRIVER;NOT INJURED
795163;795151;PASSENGER/OCCUPANT;NOT INJURED
795164;795153;DRIVER;NOT INJURED
795165;795154;DRIVER;NOT INJURED
795166;795155;DRIVER;NOT INJURED
795167;795155;PASSENGER/OCCUPANT;NOT INJURED
795168;795157;DRIVER;NOT INJURED
795169;795157;PASSENGER/OCCUPANT;NOT INJURED
795170;795157;PASSENGER/OCCUPANT;NOT INJURED
795171;795160;DRIVER;POSSIBLE INJURY
795172;795161;DRIVER;POSSIBLE INJURY
795173;795162;DRIVER;NOT INJURED
795174;795163;DRIVER;NOT INJURED
795175;795164;DRIVER;NOT INJURED
795176;795165;DRIVER;NON-INCAPACITATING INJURY
795177;795165;PASSENGER/OCCUPANT;NOT INJURED
795178;795167;DRIVER;NOT INJURED
795179;795167;PASSENGER/OCCUPANT;NOT INJURED
795180;795167;PASSENGER/OCCUPANT;NOT INJURED
795181;795167;PASSENGER/OCCUPANT;NOT INJURED
795182;795171;DRIVER;NOT INJURED
795183;795172;DRIVER OF MOTORCYCLE TYPE VEHICLE;INCAPACITATING INJURY
795184;795173;DRIVER;NOT INJURED
795185;795174;DRIVER;NOT INJURED
795186;795174;PASSENGER/OCCUPANT;NOT INJURED
795187;795174;PASSENGER/OCCUPANT;NOT INJURED
795188;795174;PASSENGER/OCCUPANT;NOT INJURED
795189;795178;DRIVER;NON-INCAPACITATING INJURY
795190;795179;DRIVER;NOT INJURED
795191;795180;DRIVER;NOT INJURED
795192;795181;DRIVER;NOT INJURED
795193;795182;DRIVER;NOT INJURED
795194;795183;DRIVER;NOT INJURED
795195;795184;DRIVER;POSSIBLE INJURY
795196;795185;DRIVER;UNKNOWN
795197;795186;DRIVER;NOT INJURED
795198;795186;PASSENGER/OCCUPANT;NOT INJURED
795199;795186;PASSENGER/OCCUPANT;NOT INJURED
795200;795186;PASSENGER/OCCUPANT;NOT INJURED
795201;795190;DRIVER;NOT INJURED
795202;795191;DRIVER;NOT INJURED
795203;795192;DRIVER;NON-INCAPACITATING INJURY
795204;795193;DRIVER;NON-INCAPACITATING INJURY
795205;795194;DRIVER;NOT INJURED
795206;795194;PASSENGER/OCCUPANT;POSSIBLE INJURY
795207;795196;DRIVER;NOT INJURED
795208;795197;DRIVER;NOT INJURED
795209;795198;DRIVER;NOT INJURED
795210;795199;DRIVER;NOT INJURED
795211;795200;DRIVER;NOT INJURED
795212;795201;DRIVER;NOT INJURED
795213;795201;PASSENGER/OCCUPANT;NOT INJURED
795214;795201;PASSENGER/OCCUPANT;NOT INJURED
795215;795204;DRIVER;NOT INJURED
795216;795205;DRIVER;NOT INJURED
795217;795206;DRIVER;NOT INJURED
795218;795207;DRIVER;NOT INJURED
795219;795208;DRIVER;NOT INJURED
795220;795209;DRIVER;NOT INJURED
795221;795210;DRIVER;NOT INJURED
795222;795210;PASSENGER/OCCUPANT;NOT INJURED
795223;795212;DRIVER;NOT INJURED
795224;795213;DRIVER;NOT INJURED
795225;795214;DRIVER;UNKNOWN
795226;795215;DRIVER;UNKNOWN
795227;795216;DRIVER OF MOTORCYCLE TYPE VEHICLE;NOT INJURED
795228;795217;DRIVER;NOT INJURED
795229;795218;DRIVER;NOT INJURED
795230;795219;DRIVER;NOT INJURED
795231;795219;PASSENGER/OCCUPANT;NOT INJURED
795232;795221;DRIVER;POSSIBLE INJURY
795233;795222;DRIVER;NOT INJURED
795234;795223;DRIVER;NOT INJURED
795235;795224;DRIVER;NOT INJURED
795236;795224;PASSENGER/OCCUPANT;NOT INJURED
795237;795224;PASSENGER/OCCUPANT;NOT INJURED
795238;795227;DRIVER;POSSIBLE INJURY
795239;795228;DRIVER;NON-INCAPACITATING INJURY
795240;795229;DRIVER;NON-INCAPACITATING INJURY
795241;795230;DRIVER OF MOTORCYCLE TYPE VEHICLE;NOT INJURED
795242;795231;DRIVER OF MOTORCYCLE TYPE VEHICLE;NOT INJURED
795243;795232;DRIVER;NOT INJURED
795244;795233;DRIVER;UNKNOWN
795245;795233;PASSENGER/OCCUPANT;UNKNOWN
795246;795233;PASSENGER/OCCUPANT;UNKNOWN
795247;795233;PASSENGER/OCCUPANT;UNKNOWN
795248;795237;DRIVER;NOT INJURED
795249;795238;DRIVER;NOT INJURED
795250;795238;PASSENGER/OCCUPANT;NOT INJURED
795251;795238;PASSENGER/OCCUPANT;NOT INJURED
795252;795241;DRIVER;NOT INJURED
795253;795241;PASSENGER/OCCUPANT;NOT INJURED
795254;795241;PASSENGER/OCCUPANT;NOT INJURED
795255;795241;PASSENGER/OCCUPANT;NOT INJURED
795256;795241;PASSENGER/OCCUPANT;NOT INJURED
795257;795241;PASSENGER/OCCUPANT;NOT INJURED
795258;795247;DRIVER;NOT INJURED
795259;795248;DRIVER;NOT INJURED
795260;795249;DRIVER;NOT INJURED
795261;795249;PASSENGER/OCCUPANT;NOT INJURED
795262;795251;DRIVER;NOT INJURED
795263;795252;DRIVER;NOT INJURED
795264;795253;DRIVER;NOT INJURED
795265;795254;DRIVER;NOT INJURED
795266;795255;DRIVER;NOT INJURED
795267;795256;DRIVER;NOT INJURED
795268;795256;PASSENGER/OCCUPANT;NOT INJURED
795269;795256;PASSENGER/OCCUPANT;NOT INJURED
795270;795259;DRIVER;NOT INJURED
795271;795260;DRIVER;NOT INJURED
795272;795260;PASSENGER/OCCUPANT;NOT INJURED
795273;795262;DRIVER;NOT INJURED
795274;795263;DRIVER;NOT INJURED
795275;795264;DRIVER;NOT INJURED
795276;795265;DRIVER;NOT INJURED
795277;795265;PASSENGER/OCCUPANT;NOT INJURED
795278;795267;DRIVER;NOT INJURED
795279;795268;DRIVER;NOT INJURED
795280;795268;PASSENGER/OCCUPANT;NOT INJURED
795281;795270;DRIVER;NOT INJURED
795282;795271;DRIVER;NOT INJURED
795283;795272;DRIVER;NOT INJURED
795284;795273;DRIVER;UNKNOWN
795285;795274;DRIVER;NOT INJURED
795286;795275;DRIVER;NOT INJURED
795287;795275;PASSENGER/OCCUPANT;NOT INJURED
795288;795277;DRIVER;NOT INJURED
795289;795278;DRIVER;NOT INJURED
795290;795278;PASSENGER/OCCUPANT;NOT INJURED
795291;795278;PASSENGER/OCCUPANT;NOT INJURED
795292;795278;PASSENGER/OCCUPANT;NOT INJURED
795293;795282;DRIVER;NOT INJURED
795294;795283;DRIVER;POSSIBLE INJURY
795295;795284;DRIVER;POSSIBLE INJURY
795296;795285;DRIVER;POSSIBLE INJURY
795297;795285;PASSENGER/OCCUPANT;POSSIBLE INJURY
795298;795287;DRIVER;NON-INCAPACITATING INJURY
795299;795288;DRIVER;NOT INJURED
795300;795289;DRIVER;NOT INJURED
795301;795289;PASSENGER/OCCUPANT;NOT INJURED
795302;795289;PASSENGER/OCCUPANT;NOT INJURED
795303;795289;PASSENGER/OCCUPANT;NOT INJURED
795304;795289;PASSENGER/OCCUPANT;NOT INJURED
795305;795294;DRIVER;NOT INJURED
795306;795294;PASSENGER/OCCUPANT;NOT INJURED
795307;795294;PASSENGER/OCCUPANT;NOT INJURED
795308;795297;DRIVER;NOT INJURED
795309;795297;PASSENGER/OCCUPANT;NOT INJURED
795310;795299;DRIVER;NOT INJURED
795311;795300;DRIVER;NOT INJURED
795312;795301;DRIVER;UNKNOWN
795313;795302;DRIVER;NOT INJURED
795314;795302;PASSENGER/OCCUPANT;NOT INJURED
795315;795302;PASSENGER/OCCUPANT;NOT INJURED
795316;795305;DRIVER;NOT INJURED
795317;795306;DRIVER;NOT INJURED
795318;795307;DRIVER;NOT INJURED
795319;795308;DRIVER;NOT INJURED
795320;795308;PASSENGER/OCCUPANT;NOT INJURED
795321;795310;DRIVER;NOT INJURED
795322;795310;PASSENGER/OCCUPANT;NOT INJURED
795323;795312;DRIVER;NOT INJURED
795324;795313;DRIVER;NOT INJURED
795325;795313;PASSENGER/OCCUPANT;POSSIBLE INJURY
795326;795315;DRIVER;NOT INJURED
795327;795315;PASSENGER/OCCUPANT;NOT INJURED
795328;795317;DRIVER;NOT INJURED
795329;795318;DRIVER;NOT INJURED
795330;795319;DRIVER;NOT INJURED
795331;795320;DRIVER;NOT INJURED
795332;795321;DRIVER;NOT INJURED
795333;795322;DRIVER;NOT INJURED
795334;795323;DRIVER;UNKNOWN
795335;795324;DRIVER;NOT INJURED
795336;795325;DRIVER;NOT INJURED
795337;795326;DRIVER;NOT INJURED
795338;795326;PASSENGER/OCCUPANT;NOT INJURED
795339;795328;DRIVER;NOT INJURED
795340;795329;DRIVER;NOT INJURED
795341;795329;PASSENGER/OCCUPANT;POSSIBLE INJURY
795342;795331;DRIVER;NOT INJURED
795343;795331;PASSENGER/OCCUPANT;NOT INJURED
795344;795331;PASSENGER/OCCUPANT;NOT INJURED
795345;795334;DRIVER;NOT INJURED
795346;795335;DRIVER;NOT INJURED
795347;795336;DRIVER;NOT INJURED
795348;795337;DRIVER;NOT INJURED
795349;795338;DRIVER;POSSIBLE INJURY
795350;795339;DRIVER;UNKNOWN
795351;795340;DRIVER;NOT INJURED
795352;795341;DRIVER;NOT INJURED
795353;795342;DRIVER;NOT INJURED
795354;795343;DRIVER;NOT INJURED
795355;795344;DRIVER;NOT INJURED
795356;795344;PASSENGER/OCCUPANT;NOT INJURED
795357;795346;DRIVER;NOT INJURED
795358;795347;DRIVER;NOT INJURED
795359;795347;PASSENGER/OCCUPANT;NOT INJURED
795360;795349;DRIVER;NOT INJURED
795361;795350;DRIVER;NOT INJURED
795362;795351;DRIVER;NOT INJURED
795363;795352;DRIVER;NOT INJURED
795364;795353;DRIVER;NOT INJURED
795365;795354;UNKNOWN;NOT INJURED
795366;795355;UNKNOWN;NOT INJURED
795367;795356;DRIVER;NOT INJURED
795368;795356;PASSENGER/OCCUPANT;NOT INJURED
795369;795358;DRIVER;UNKNOWN
795370;795359;DRIVER;NOT INJURED
795371;795360;DRIVER;NOT INJURED
795372;795361;DRIVER;NOT INJURED
795373;795362;DRIVER;NOT INJURED
795374;795363;DRIVER;POSSIBLE INJURY
795375;795364;DRIVER;NOT INJURED
795376;795365;DRIVER;NOT INJURED
795377;795366;DRIVER;NOT INJURED
795378;795367;DRIVER;NOT INJURED
795379;795368;DRIVER;NOT INJURED
795380;795369;DRIVER;NOT INJURED
795381;795370;DRIVER;NON-INCAPACITATING INJURY
795382;795370;PASSENGER/OCCUPANT;NOT INJURED
795383;795372;DRIVER;NOT INJURED
795384;795372;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
795385;795372;PASSENGER/OCCUPANT;NOT INJURED
795386;795375;DRIVER;NON-INCAPACITATING INJURY
795387;795375;PASSENGER/OCCUPANT;NOT INJURED
795388;795377;DRIVER;NOT INJURED
795389;795378;DRIVER;NOT INJURED
795390;795379;DRIVER;NON-INCAPACITATING INJURY
795391;795380;DRIVER;NOT INJURED
795392;795381;DRIVER;NOT INJURED
795393;795382;DRIVER;NOT INJURED
795394;795383;DRIVER;NOT INJURED
795395;795384;DRIVER;NOT INJURED
795396;795384;PASSENGER/OCCUPANT;NOT INJURED
795397;795386;DRIVER;NOT INJURED
795398;795386;PASSENGER/OCCUPANT;NOT INJURED
795399;795388;DRIVER;UNKNOWN
795400;795389;DRIVER;NOT INJURED
795401;795390;DRIVER;NOT INJURED
795402;795390;PASSENGER/OCCUPANT;NOT INJURED
795403;795392;DRIVER;NOT INJURED
795404;795393;DRIVER;NOT INJURED
795405;795394;DRIVER;NOT INJURED
795406;795395;DRIVER;NOT INJURED
795407;795395;PASSENGER/OCCUPANT;NOT INJURED
795408;795397;DRIVER;NOT INJURED
795409;795397;PASSENGER/OCCUPANT;NOT INJURED
795410;795399;DRIVER;NOT INJURED
795411;795400;DRIVER;NOT INJURED
795412;795400;PASSENGER/OCCUPANT;NOT INJURED
795413;795400;PASSENGER/OCCUPANT;NOT INJURED
795414;795400;PASSENGER/OCCUPANT;NOT INJURED
795415;795404;DRIVER;NOT INJURED
795416;795404;PASSENGER/OCCUPANT;NOT INJURED
795417;795406;DRIVER;NOT INJURED
795418;795406;PASSENGER/OCCUPANT;NOT INJURED
795419;795406;PASSENGER/OCCUPANT;NOT INJURED
795420;795409;DRIVER;NOT INJURED
795421;795409;PASSENGER/OCCUPANT;NOT INJURED
795422;795411;DRIVER;NOT INJURED
795423;795411;PASSENGER/OCCUPANT;NOT INJURED
795424;795413;DRIVER;NOT INJURED
795425;795413;PASSENGER/OCCUPANT;NOT INJURED
795426;795413;PASSENGER/OCCUPANT;NOT INJURED
795427;795413;PASSENGER/OCCUPANT;NOT INJURED
795428;795417;DRIVER;NOT INJURED
795429;795418;DRIVER;NOT INJURED
795430;795419;DRIVER;NOT INJURED
795431;795420;DRIVER;NON-INCAPACITATING INJURY
795432;795421;DRIVER;NOT INJURED
795433;795422;DRIVER;NON-INCAPACITATING INJURY
795434;795423;DRIVER;NOT INJURED
795435;795423;PASSENGER/OCCUPANT;NOT INJURED
795436;795423;PASSENGER/OCCUPANT;NOT INJURED
795437;795426;DRIVER;POSSIBLE INJURY
795438;795427;DRIVER;UNKNOWN
795439;795428;DRIVER;NOT INJURED
795440;795429;DRIVER;NOT INJURED
795441;795430;DRIVER;NOT INJURED
795442;795431;DRIVER;NOT INJURED
795443;795432;DRIVER;NOT INJURED
795444;795433;DRIVER;NOT INJURED
795445;795434;DRIVER;NOT INJURED
795446;795435;DRIVER;NOT INJURED
795447;795435;PASSENGER/OCCUPANT;NOT INJURED
795448;795437;DRIVER;NOT INJURED
795449;795438;DRIVER;NOT INJURED
795450;795438;PASSENGER/OCCUPANT;NOT INJURED
795451;795440;DRIVER;POSSIBLE INJURY
795452;795440;PASSENGER/OCCUPANT;POSSIBLE INJURY
795453;795442;DRIVER;POSSIBLE INJURY
795454;795442;PASSENGER/OCCUPANT;POSSIBLE INJURY
795455;795444;DRIVER;POSSIBLE INJURY
795456;795444;PASSENGER/OCCUPANT;POSSIBLE INJURY
795457;795446;DRIVER;NOT INJURED
795458;795447;DRIVER OF MOTORCYCLE TYPE VEHICLE;NON-INCAPACITATING INJURY
795459;795448;DRIVER;NOT INJURED
795460;795448;PASSENGER/OCCUPANT;NOT INJURED
795461;795448;PASSENGER/OCCUPANT;NOT INJURED
795462;795448;PASSENGER/OCCUPANT;NOT INJURED
795463;795448;PASSENGER/OCCUPANT;NOT INJURED
795464;795453;DRIVER;NOT INJURED
795465;795454;DRIVER;NOT INJURED
795466;795455;DRIVER;NOT INJURED
795467;795456;DRIVER;NOT INJURED
795468;795456;PASSENGER/OCCUPANT;NOT INJURED
795469;795458;DRIVER;NOT INJURED
795470;795458;PASSENGER/OCCUPANT;NOT INJURED
795471;795460;DRIVER;POSSIBLE INJURY
795472;795461;DRIVER;NOT INJURED
795473;795461;PASSENGER/OCCUPANT;NOT INJURED
795474;795463;DRIVER;NOT INJURED
795475;795464;DRIVER;NOT INJURED
795476;795464;PASSENGER/OCCUPANT;NOT INJURED
795477;795466;DRIVER;NOT INJURED
795478;795467;DRIVER;NOT INJURED
795479;795468;DRIVER;NOT INJURED
795480;795469;DRIVER;NOT INJURED
795481;795470;DRIVER;NOT INJURED
795482;795471;DRIVER;NOT INJURED
795483;795472;DRIVER;NOT INJURED
795484;795472;PASSENGER/OCCUPANT;NOT INJURED
795485;795472;PASSENGER/OCCUPANT;NOT INJURED
795486;795472;PASSENGER/OCCUPANT;NOT INJURED
795487;795476;DRIVER;NOT INJURED
795488;795476;PASSENGER/OCCUPANT;NOT INJURED
795489;795476;PASSENGER/OCCUPANT;NOT INJURED
795490;795476;PASSENGER/OCCUPANT;NOT INJURED
795491;795476;PASSENGER/OCCUPANT;NOT INJURED
795492;795476;PASSENGER/OCCUPANT;NOT INJURED
795493;795476;PASSENGER/OCCUPANT;NOT INJURED
795494;795476;PASSENGER/OCCUPANT;NOT INJURED
795495;795476;PASSENGER/OCCUPANT;NOT INJURED
795496;795476;PASSENGER/OCCUPANT;NOT INJURED
795497;795476;PASSENGER/OCCUPANT;NOT INJURED
795498;795476;PASSENGER/OCCUPANT;NOT INJURED
795499;795476;PASSENGER/OCCUPANT;NOT INJURED
795500;795476;PASSENGER/OCCUPANT;NOT INJURED
795501;795476;PASSENGER/OCCUPANT;NOT INJURED
795502;795476;PASSENGER/OCCUPANT;NOT INJURED
795503;795476;PASSENGER/OCCUPANT;NOT INJURED
795504;795476;PASSENGER/OCCUPANT;NOT INJURED
795505;795476;PASSENGER/OCCUPANT;NOT INJURED
795506;795476;PASSENGER/OCCUPANT;NOT INJURED
795507;795496;DRIVER;NOT INJURED
795508;795497;DRIVER;UNKNOWN
795509;795498;DRIVER;NOT INJURED
795510;795499;DRIVER;NOT INJURED
795511;795500;DRIVER;NOT INJURED
795512;795501;DRIVER;NON-INCAPACITATING INJURY
795513;795501;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
795514;795503;DRIVER;NOT INJURED
795515;795504;DRIVER;NON-INCAPACITATING INJURY
795516;795505;DRIVER;NOT INJURED
795517;795505;PASSENGER/OCCUPANT;NOT INJURED
795518;795505;PASSENGER/OCCUPANT;NOT INJURED
795519;795508;DRIVER;NOT INJURED
795520;795509;DRIVER;NOT INJURED
795521;795510;DRIVER;NOT INJURED
795522;795511;DRIVER;NOT INJURED
795523;795512;DRIVER;NOT INJURED
795524;795513;DRIVER;POSSIBLE INJURY
795525;795514;DRIVER;NOT INJURED
795526;795515;DRIVER;NOT INJURED
795527;795516;DRIVER;NOT INJURED
795528;795517;DRIVER;NOT INJURED
795529;795517;PASSENGER/OCCUPANT;NOT INJURED
795530;795517;PASSENGER/OCCUPANT;NOT INJURED
795531;795517;PASSENGER/OCCUPANT;NOT INJURED
795532;795521;DRIVER;NOT INJURED
795533;795521;PASSENGER/OCCUPANT;NOT INJURED
795534;795521;PASSENGER/OCCUPANT;NOT INJURED
795535;795524;DRIVER;NOT INJURED
795536;795525;DRIVER;NOT INJURED
795537;795526;DRIVER;NOT INJURED
795538;795527;DRIVER;POSSIBLE INJURY
795539;795528;DRIVER;NOT INJURED
795540;795529;DRIVER;NOT INJURED
795541;795530;DRIVER;NOT INJURED
795542;795531;DRIVER;NOT INJURED
795543;795532;DRIVER;NOT INJURED
795544;795533;DRIVER;NOT INJURED
795545;795534;DRIVER;NOT INJURED
795546;795535;DRIVER;POSSIBLE INJURY
795547;795535;PASSENGER/OCCUPANT;NOT INJURED
795548;795537;DRIVER;NOT INJURED
795549;795538;DRIVER;NOT INJURED
795550;795539;DRIVER;NOT INJURED
795551;795539;PASSENGER/OCCUPANT;NOT INJURED
795552;795539;PASSENGER/OCCUPANT;NOT INJURED
795553;795542;DRIVER;NOT INJURED
795554;795542;PASSENGER/OCCUPANT;NOT INJURED
795555;795542;PASSENGER/OCCUPANT;NOT INJURED
795556;795545;DRIVER;NOT INJURED
795557;795546;DRIVER;NOT INJURED
795558;795547;DRIVER;NOT INJURED
795559;795547;PASSENGER/OCCUPANT;NOT INJURED
795560;795549;DRIVER;NOT INJURED
795561;795550;DRIVER;UNKNOWN
795562;795551;DRIVER;NOT INJURED
795563;795552;DRIVER;NOT INJURED
795564;795553;DRIVER;POSSIBLE INJURY
795565;795554;DRIVER;NOT INJURED
795566;795555;DRIVER;NOT INJURED
795567;795556;DRIVER;NOT INJURED
795568;795556;PASSENGER/OCCUPANT;NOT INJURED
795569;795556;PASSENGER/OCCUPANT;NOT INJURED
795570;795556;PASSENGER/OCCUPANT;NOT INJURED
795571;795560;DRIVER;NOT INJURED
795572;795561;DRIVER;NOT INJURED
795573;795562;DRIVER;NOT INJURED
795574;795563;DRIVER;NOT INJURED
795575;795564;DRIVER;NOT INJURED
795576;795565;DRIVER;POSSIBLE INJURY
795577;795566;DRIVER;NOT INJURED
795578;795567;DRIVER;NON-INCAPACITATING INJURY
795579;795568;DRIVER;NOT INJURED
795580;795568;PASSENGER/OCCUPANT;NOT INJURED
795581;795568;PASSENGER/OCCUPANT;NOT INJURED
795582;795571;DRIVER;NOT INJURED
795583;795572;DRIVER;NOT INJURED
795584;795573;DRIVER;NOT INJURED
795585;795574;DRIVER;NOT INJURED
795586;795574;PASSENGER/OCCUPANT;NOT INJURED
795587;795576;DRIVER;POSSIBLE INJURY
795588;795576;PASSENGER/OCCUPANT;POSSIBLE INJURY
795589;795576;PASSENGER/OCCUPANT;POSSIBLE INJURY
795590;795579;DRIVER;NOT INJURED
795591;795579;PASSENGER/OCCUPANT;NOT INJURED
795592;795579;PASSENGER/OCCUPANT;NOT INJURED
795593;795579;PASSENGER/OCCUPANT;NOT INJURED
795594;795583;DRIVER;NOT INJURED
795595;795584;DRIVER;NOT INJURED
795596;795585;DRIVER;POSSIBLE INJURY
795597;795586;DRIVER;UNKNOWN
795598;795587;DRIVER;NOT INJURED
795599;795587;PASSENGER/OCCUPANT;NOT INJURED
795600;795589;DRIVER;NOT INJURED
795601;795589;PASSENGER/OCCUPANT;NOT INJURED
795602;795591;DRIVER;NOT INJURED
795603;795592;DRIVER;NOT INJURED
795604;795592;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
795605;795594;DRIVER;NOT INJURED
795606;795595;DRIVER;NON-INCAPACITATING INJURY
795607;795596;DRIVER;NOT INJURED
795608;795597;DRIVER;NOT INJURED
795609;795598;DRIVER;NOT INJURED
795610;795599;DRIVER;NOT INJURED
795611;795600;DRIVER;NOT INJURED
795612;795601;DRIVER;NOT INJURED
795613;795602;DRIVER;NOT INJURED
795614;795602;PASSENGER/OCCUPANT;NOT INJURED
795615;795602;PASSENGER/OCCUPANT;NOT INJURED
795616;795605;DRIVER;NOT INJURED
795617;795606;DRIVER;NOT INJURED
795618;795607;DRIVER;NOT INJURED
795619;795608;DRIVER;POSSIBLE INJURY
795620;795609;DRIVER;NOT INJURED
795621;795610;DRIVER;NOT INJURED
795622;795611;DRIVER;NOT INJURED
795623;795612;DRIVER;NOT INJURED
795624;795613;DRIVER;NOT INJURED
795625;795614;DRIVER;NOT INJURED
795626;795615;DRIVER;UNKNOWN
795627;795616;DRIVER;NOT INJURED
795628;795617;DRIVER;NOT INJURED
795629;795618;DRIVER;NOT INJURED
795630;795619;DRIVER;NOT INJURED
795631;795620;DRIVER;NOT INJURED
795632;795621;DRIVER;NOT INJURED
795633;795622;DRIVER;NOT INJURED
795634;795622;PASSENGER/OCCUPANT;NOT INJURED
795635;795624;DRIVER;NOT INJURED
795636;795625;DRIVER;UNKNOWN
795637;795626;DRIVER;NOT INJURED
795638;795627;DRIVER;NOT INJURED
795639;795628;DRIVER;NOT INJURED
795640;795629;DRIVER;NOT INJURED
795641;795630;DRIVER;UNKNOWN
795642;795631;DRIVER;NOT INJURED
795643;795631;PASSENGER/OCCUPANT;NOT INJURED
795644;795631;PASSENGER/OCCUPANT;NOT INJURED
795645;795634;DRIVER;POSSIBLE INJURY
795646;795634;PASSENGER/OCCUPANT;NOT INJURED
795647;795634;PASSENGER/OCCUPANT;NOT INJURED
795648;795634;PASSENGER/OCCUPANT;POSSIBLE INJURY
795649;795638;DRIVER;NOT INJURED
795650;795639;DRIVER;NOT INJURED
795651;795640;DRIVER;NOT INJURED
795652;795641;DRIVER;NOT INJURED
795653;795642;DRIVER;NOT INJURED
795654;795643;DRIVER;NOT INJURED
795655;795644;DRIVER;NOT INJURED
795656;795644;PASSENGER/OCCUPANT;NOT INJURED
795657;795644;PASSENGER/OCCUPANT;NOT INJURED
795658;795647;DRIVER;NOT INJURED
795659;795648;DRIVER;UNKNOWN
795660;795649;DRIVER;UNKNOWN
795661;795650;DRIVER;NOT INJURED
795662;795650;PASSENGER/OCCUPANT;NOT INJURED
795663;795652;DRIVER;NOT INJURED
795664;795652;PASSENGER/OCCUPANT;NOT INJURED
795665;795652;PASSENGER/OCCUPANT;NOT INJURED
795666;795652;PASSENGER/OCCUPANT;NOT INJURED
795667;795656;DRIVER;NOT INJURED
795668;795657;DRIVER;NOT INJURED
795669;795658;DRIVER OF MOTORCYCLE TYPE VEHICLE;POSSIBLE INJURY
795670;795659;DRIVER;NOT INJURED
795671;795660;DRIVER;NOT INJURED
795672;795660;PASSENGER/OCCUPANT;NOT INJURED
795673;795662;DRIVER;NOT INJURED
795674;795662;PASSENGER/OCCUPANT;NOT INJURED
795675;795662;PASSENGER/OCCUPANT;NOT INJURED
795676;795662;PASSENGER/OCCUPANT;NOT INJURED
795677;795666;DRIVER;NOT INJURED
795678;795667;DRIVER;NOT INJURED
795679;795668;DRIVER;UNKNOWN
795680;795669;DRIVER;NOT INJURED
795681;795670;DRIVER;NOT INJURED
795682;795671;DRIVER;NOT INJURED
795683;795672;DRIVER;NOT INJURED
795684;795673;DRIVER;NOT INJURED
795685;795673;PASSENGER/OCCUPANT;NOT INJURED
795686;795675;DRIVER;NON-INCAPACITATING INJURY
795687;795676;DRIVER;NOT INJURED
795688;795677;DRIVER;NOT INJURED
795689;795677;PASSENGER/OCCUPANT;NOT INJURED
795690;795679;DRIVER;NOT INJURED
795691;795680;DRIVER;NOT INJURED
795692;795681;DRIVER;NOT INJURED
795693;795682;DRIVER;NON-INCAPACITATING INJURY
795694;795682;PASSENGER/OCCUPANT;NOT INJURED
795695;795684;DRIVER;NOT INJURED
795696;795685;DRIVER;NOT INJURED
795697;795686;DRIVER;NOT INJURED
795698;795687;DRIVER;NOT INJURED
795699;795688;DRIVER;NOT INJURED
795700;795689;DRIVER;NOT INJURED
795701;795690;DRIVER;NO DATA
795702;795691;DRIVER;POSSIBLE INJURY
795703;795692;DRIVER;NOT INJURED
795704;795693;DRIVER;NOT INJURED
795705;795694;DRIVER;NOT INJURED
